
601-800,Suranaree University of TechnologyThailand,"12,650",32.9,1%,50 : 50
601-800,University of SzegedHungary,"22,684",13.8,9%,58 : 42
601-800,Taipei Medical UniversityTaiwan,"6,001",11.1,6%,58 : 42
601-800,Taras Shevchenko National University of KyivUkraine,"22,686",8.2,2%,45 : 55
601-800,Technical University of MadridSpain,"41,500",13.8,11%,32 : 68
601-800,University of Texas at El PasoUnited States,"19,123",29.0,7%,54 : 46
601-800,Texas Tech UniversityUnited States,"29,512",20.9,7%,46 : 54
601-800,Tokai UniversityJapan,"29,700",12.7,1%,27 : 73
601-800,Tokushima UniversityJapan,"7,519",8.9,3%,34 : 66
601-800,Tokyo University of Marine Science and TechnologyJapan,"2,597",11.1,7%,34 : 66
601-800,Tokyo University of ScienceJapan,"20,243",25.7,2%,20 : 80
601-800,Tomsk State UniversityRussian Federation,"10,413",9.9,12%,60 : 40
601-800,Tottori UniversityJapan,"6,248",8.2,2%,34 : 66
601-800,Toyohashi University of Technology (TUT)Japan,"2,153",9.3,9%,9 : 91
601-800,Universiti Kebangsaan MalaysiaMalaysia,"24,227",11.8,12%,62 : 38
601-800,Universiti Putra MalaysiaMalaysia,"23,883",12.2,15%,63 : 37
601-800,Universiti Sains MalaysiaMalaysia,"28,179",14.8,10%,61 : 39
601-800,Universiti Teknologi MARAMalaysia,"69,268",16.8,n/a,65 : 35
601-800,Ural Federal UniversityRussian Federation,"28,427",10.1,3%,48 : 52
601-800,V.N. Karazin Kharkiv National UniversityUkraine,"14,410",9.7,22%,53 : 47
601-800,University of VigoSpain,"22,793",19.0,3%,51 : 49
601-800,Vilnius UniversityLithuania,"19,019",14.2,4%,65 : 35
601-800,Warsaw University of TechnologyPoland,"34,572",14.5,3%,34 : 66
601-800,Waseda UniversityJapan,"52,316",16.9,8%,35 : 65
601-800,University of West BohemiaCzech Republic,"15,639",21.5,2%,52 : 48
601-800,University of the West of EnglandUnited Kingdom,"22,525",21.4,15%,53 : 47
601-800,West University of TimişoaraRomania,"12,933",19.0,2%,62 : 38
601-800,University of WestminsterUnited Kingdom,"16,609",21.0,43%,57 : 43
601-800,Xidian UniversityChina,"31,618",16.4,2%,29 : 71
601-800,Yeungnam UniversitySouth Korea,"21,958",15.3,3%,48 : 52
601-800,Yıldız Technical UniversityTurkey,"31,268",28.7,2%,36 : 64
601-800,Yokohama City UniversityJapan,"4,122",3.7,3%,n/a
601-800,Yokohama National UniversityJapan,"10,117",12.1,7%,28 : 72
601-800,Yuan Ze UniversityTaiwan,"8,663",20.6,4%,43 : 57
